class,patch_id,n_pixels,connectivity_change_mean_percent,connectivity_change_median_percent,connectivity_change_p25_percent,connectivity_change_p75_percent,heatwave_temp_mean_degC,heatwave_temp_median_degC,p90_temp_mean_degC,p90_temp_median_degC,mean_temp_mean_degC,mean_temp_median_degC,hw_minus_p90_mean_degC,hw_minus_p90_median_degC,p90_minus_mean_mean_degC,p90_minus_mean_median_degC,area_m2
Trees 2–10 m,1893,9,17.148521,17.428158,16.762569427490234,17.659269332885742,27.140001,27.61,26.614445,27.16,20.805555,21.01,0.5255554,0.5066655,5.808889,6.129999,900.0
Trees 2–10 m,1928,28,20.280811,20.00515,19.579092502593994,21.067176342010498,26.881071,26.778334,26.2825,26.224998,20.634287,20.58,0.59857166,0.6033329,5.648214,5.62,2800.0
Trees 2–10 m,1929,31,31.609848,31.395485,31.130319595336914,32.20293617248535,29.928602,29.946667,28.286129,28.38,21.909678,21.89,1.6424731,1.5933336,6.3764515,6.2800007,3100.0
Trees 2–10 m,1933,17,35.832893,35.83978,35.664310455322266,36.051876068115234,30.076471,30.136667,28.425295,28.53,22.218824,22.0,1.6511765,1.6566658,6.2064705,6.369999,1700.0
Trees 2–10 m,1952,9,34.28072,34.21884,34.11220169067383,34.347694396972656,28.948517,29.14,27.58889,27.7,21.49,21.58,1.3596299,1.4000002,6.098889,6.130001,900.0
Trees 2–10 m,2038,28,18.395351,18.563103,17.932771682739258,18.95361089706421,26.80131,26.476665,26.279644,25.974998,20.680357,20.545,0.5216665,0.53666687,5.5992856,5.4299994,2800.0
Trees 2–10 m,2070,52,30.593376,30.43964,30.120259284973145,31.035066604614258,29.667757,29.408333,28.07173,27.95,21.76596,21.78,1.5960257,1.5800002,6.305769,6.325,5200.0
Trees 2–10 m,2108,9,28.119358,28.141033,27.687076568603516,28.578998565673828,27.907778,27.85,27.352222,27.22,21.506666,21.56,0.5555553,0.5166664,5.845556,5.8500004,900.0
Trees 2–10 m,2124,14,27.86983,28.101963,27.58333444595337,28.244381427764893,27.880713,27.811666,26.163572,26.33,21.32643,21.325,1.7171432,1.7766676,4.837143,4.8650007,1400.0
Trees 2–10 m,2129,9,18.044899,18.140093,17.488239288330078,18.66294288635254,26.178148,25.826666,25.631111,25.38,20.326668,20.16,0.5470371,0.5799999,5.3044443,5.24,900.0
Trees 2–10 m,2146,232,20.856329,20.540485,19.989866256713867,21.84289026260376,27.546148,27.491667,26.773104,26.78,21.088234,21.075,0.77304596,0.7599999,5.6848707,5.704999,23200.0
Trees 2–10 m,2191,14,22.880787,22.818909,22.039932250976562,23.695645809173584,25.729048,25.625,24.039286,24.02,19.823572,19.79,1.6897621,1.7050002,4.215714,4.205,1400.0
Trees 2–10 m,2206,24,23.992903,23.852127,23.449219703674316,24.544421195983887,26.903473,27.346668,24.968332,24.994999,20.551666,20.64,1.9351387,1.9166672,4.4166665,4.42,2400.0
Trees 2–10 m,2218,37,32.34787,32.355408,31.864919662475586,32.659461975097656,28.2382,27.863333,26.127298,25.93,21.23892,21.27,2.1109009,2.1099994,4.888378,4.8900013,3700.0
Trees 2–10 m,2328,13,23.466887,23.488913,23.17170524597168,23.785240173339844,27.128462,27.436666,26.475384,26.74,20.881538,20.95,0.65307677,0.63666725,5.5938463,5.58,1300.0
Trees 2–10 m,2363,9,22.819304,22.810305,22.54017448425293,23.06647300720215,27.268518,27.353333,25.457777,25.36,20.833334,20.63,1.8107408,1.8400002,4.624445,4.6000004,900.0
Trees 2–10 m,2370,126,28.083538,28.17291,27.324716567993164,28.976585388183594,27.434444,27.393333,26.658651,26.619999,21.12381,21.12,0.77579373,0.7400004,5.534841,5.5150003,12600.0
Trees 2–10 m,2385,9,17.223976,17.235615,17.095247268676758,17.35955047607422,27.423704,27.29,26.243334,26.23,20.206667,20.24,1.1803705,1.0900002,6.0366664,6.049999,900.0
Trees 2–10 m,2386,23,17.651321,16.829731,16.136661529541016,19.354814529418945,27.165363,27.306667,26.460869,26.61,20.892609,21.02,0.70449257,0.693332,5.568261,5.6899986,2300.0
Trees 2–10 m,2394,16,33.36004,32.90432,32.68661403656006,34.15131855010986,29.651667,29.886667,28.04125,28.3,21.55125,21.64,1.6104165,1.5549994,6.4900002,6.5600004,1600.0
Trees 2–10 m,2413,17,21.202011,21.466633,20.756200790405273,21.61456871032715,27.462746,27.3,26.724707,26.56,20.932354,20.89,0.7380393,0.74333316,5.792353,5.75,1700.0
Trees 2–10 m,2417,11,32.6497,32.64475,32.57980728149414,32.77288818359375,29.70606,29.306667,28.114546,27.95,21.944546,21.56,1.5915151,1.5566679,6.1699996,6.1499996,1100.0
Trees 2–10 m,2424,13,25.435963,24.55329,24.5047607421875,25.15662956237793,28.691538,28.323334,26.773075,26.56,21.59769,21.66,1.9184616,1.8699995,5.1753845,4.8999996,1300.0
Trees 2–10 m,2468,84,22.59382,22.518162,22.18089532852173,22.865204334259033,27.377462,27.368334,26.723333,26.72,21.132738,21.1,0.654127,0.65166694,5.5905952,5.6100006,8400.0
Trees 2–10 m,2474,29,31.57607,31.426966,31.098285675048828,32.22031021118164,29.438505,29.306667,28.069311,27.97,21.882414,21.91,1.3691956,1.4833342,6.1868963,6.25,2900.0
Trees 2–10 m,2503,15,22.72491,22.767433,22.460328102111816,23.024235725402832,28.216444,27.88,26.011332,25.71,21.390665,21.28,2.2051113,2.2799995,4.6206665,4.4300003,1500.0
Trees 2–10 m,2526,12,33.283962,33.08642,32.767194747924805,33.83049011230469,29.276945,29.14,27.775833,27.665,21.487501,21.4,1.5011111,1.5150007,6.2883334,6.285,1200.0
Trees 2–10 m,2534,9,14.785714,14.98311,14.660400390625,15.071625709533691,26.028147,25.803333,25.41889,25.26,20.3,20.16,0.6092591,0.6466662,5.118889,5.0300007,900.0
Trees 2–10 m,2549,9,25.139746,25.205755,24.95117950439453,25.27621078491211,27.729258,27.76,26.204445,26.16,21.182222,21.28,1.5248146,1.5333328,5.022222,4.9399986,900.0
Trees 2–10 m,2556,140,21.281876,21.204353,20.68607187271118,21.90667486190796,27.96712,27.64,26.942356,26.869999,21.22543,21.16,1.0247619,0.9083334,5.7169285,5.74,14000.0
Trees 2–10 m,2561,14,25.322443,25.508293,25.115689754486084,25.578083038330078,28.828094,28.805,27.582142,27.465,21.565,21.445,1.245952,1.2733335,6.0171432,6.040001,1400.0
Trees 2–10 m,2564,53,15.660766,15.853318,14.303764343261719,16.47336769104004,28.006792,27.853333,25.898869,25.88,21.159811,21.21,2.1079245,2.0833328,4.7390566,4.790001,5300.0
Trees 2–10 m,2566,12,21.881447,21.952412,21.886451244354248,21.9840989112854,28.59361,28.218334,26.755,26.44,22.036667,21.705,1.838611,2.0533328,4.7183337,4.749999,1200.0
Trees 2–10 m,2583,10,20.668285,20.866894,20.473495960235596,20.977957725524902,26.457998,26.133331,25.75,25.35,20.42,20.33,0.7079999,0.6583328,5.33,5.1000004,1000.0
Trees 2–10 m,2589,13,26.102446,25.864147,25.75933074951172,26.504735946655273,27.75436,27.666666,27.028461,27.06,20.981539,20.99,0.7258972,0.72333336,6.0469236,6.01,1300.0
Trees 2–10 m,2621,9,23.377598,23.619091,22.752595901489258,23.917705535888672,28.167778,27.673332,26.014444,25.68,21.292223,21.17,2.1533334,2.1166668,4.7222223,4.8099995,900.0
Trees 2–10 m,2622,10,31.180506,31.128517,30.727355480194092,31.76319694519043,28.023998,27.958334,26.070002,25.94,21.284,21.41,1.9539995,2.0233326,4.7860003,4.7650003,1000.0
Trees 2–10 m,2645,28,31.705383,31.752222,31.307337760925293,32.20384979248047,29.382858,29.398335,27.853928,27.869999,21.695713,21.665,1.5289286,1.5366672,6.158214,6.2199993,2800.0
Trees 2–10 m,2648,180,26.219528,26.104946,25.69507360458374,26.759943962097168,29.082554,29.046667,27.75828,27.73,21.776333,21.685001,1.3242776,1.3699989,5.9819446,6.01,18000.0
Trees 2–10 m,2701,24,22.94101,23.371437,20.062981605529785,25.95225763320923,28.299026,28.060001,26.582083,26.134998,21.4775,21.355,1.7169442,1.8133333,5.1045833,5.1950006,2400.0
Trees 2–10 m,2717,18,31.095863,31.161816,30.95676279067993,31.311842918395996,28.693705,28.09,27.600555,27.2,21.464445,21.355,1.0931481,0.8700005,6.136111,6.205,1800.0
Trees 2–10 m,2719,19,18.97272,18.480381,17.8073673248291,20.130091667175293,27.512457,27.523333,27.033157,27.0,21.336842,21.31,0.47929808,0.47333273,5.696316,5.790001,1900.0
Trees 2–10 m,2745,48,26.191658,26.285542,25.52568531036377,26.810702800750732,27.342361,27.258333,26.650208,26.435,20.911667,20.904999,0.69215274,0.69666576,5.738542,5.745001,4800.0
Trees 2–10 m,2763,9,29.003323,29.314587,28.764150619506836,29.697193145751953,27.162592,27.233334,26.45,26.51,21.0,21.07,0.71259236,0.7166659,5.4500003,5.450001,900.0
Trees 2–10 m,2767,17,26.519394,26.789743,25.910892486572266,27.034244537353516,29.54902,29.616667,28.12647,28.18,21.913528,21.85,1.4225492,1.4566675,6.2129407,6.209999,1700.0
Trees 2–10 m,2772,10,27.227253,27.053406,26.732565879821777,27.4661283493042,29.969334,29.828333,28.456,28.36,22.317,21.925,1.5133331,1.4466667,6.139,6.3100004,1000.0
Trees 2–10 m,2791,56,21.58669,21.435005,21.196444988250732,21.998490810394287,27.662798,27.5,26.661251,26.61,21.038393,21.06,1.0015476,0.94666547,5.622857,5.5999994,5600.0
Trees 2–10 m,2792,11,22.135918,21.681612,21.39296817779541,22.582454681396484,28.890606,28.82,27.288183,27.22,21.31909,21.21,1.6024239,1.5999998,5.9690914,5.8500004,1100.0
Trees 2–10 m,2796,12,30.483986,30.473024,29.890106678009033,31.11500835418701,28.376389,28.275,27.453333,27.455,21.390833,21.224998,0.92305535,0.7950001,6.0625,6.115,1200.0
Trees 2–10 m,2818,368,22.40321,22.417253,21.6909236907959,23.09230375289917,27.243732,27.324999,26.421684,26.66,20.887663,21.025002,0.8220471,0.77333325,5.534022,5.585,36800.0
Trees 2–10 m,2822,56,23.29988,23.36655,23.05394458770752,23.634538173675537,27.007502,26.99,26.248394,26.235,20.728394,20.7,0.7591072,0.68833315,5.52,5.51,5600.0
Trees 2–10 m,2827,64,24.054781,24.011606,23.439076900482178,24.648044109344482,27.988853,27.885,27.484062,27.385,21.422344,21.415,0.5047917,0.50833356,6.061719,6.0650015,6400.0
Trees 2–10 m,2829,16,21.594072,20.550922,19.897713661193848,22.736994743347168,27.927708,27.793333,25.695,25.505001,21.425,21.39,2.2327085,2.2616673,4.27,4.089999,1600.0
Trees 2–10 m,2894,10,29.017406,29.054455,28.740459442138672,29.1093487739563,27.170334,27.106667,26.469,26.425,20.868,20.82,0.7013333,0.7050006,5.6009994,5.5149994,1000.0
Trees 2–10 m,2897,21,26.897743,26.722912,26.33655548095703,27.450939178466797,29.415873,29.25,28.153332,28.02,22.086191,21.8,1.2625399,1.2699999,6.0671425,6.1800003,2100.0
Trees 2–10 m,2923,9,29.470863,29.586155,29.128698348999023,29.80665397644043,26.766666,26.796667,25.886665,25.79,20.651112,20.7,0.87999994,0.8766677,5.2355556,5.1000004,900.0
Trees 2–10 m,2924,38,29.657057,29.80405,28.641974925994873,30.67406988143921,29.041754,29.155,27.694473,27.71,21.649736,21.575,1.3472807,1.489999,6.044737,6.0700006,3800.0
Trees 2–10 m,2943,11,29.026604,29.041834,28.86230182647705,29.21272563934326,27.374847,27.31,26.407274,26.38,20.698181,20.63,0.9675755,0.8899994,5.709091,5.75,1100.0
Trees 2–10 m,2945,13,30.001944,30.150686,29.400341033935547,30.748210906982422,27.228718,27.053333,26.394615,26.34,20.512308,20.43,0.83410263,0.876667,5.882308,5.950001,1300.0
Trees 2–10 m,2948,23,29.431002,29.046005,27.64391803741455,30.264477729797363,29.607101,29.316666,28.103914,27.97,21.651304,21.56,1.5031884,1.4766655,6.452609,6.42,2300.0
Trees 2–10 m,2973,35,27.101595,27.071604,26.401286125183105,27.867801666259766,28.954573,29.123333,27.665428,27.93,21.50457,21.69,1.2891431,1.2766672,6.160857,6.1900005,3500.0
Trees 2–10 m,2974,11,22.792583,22.604698,22.17982292175293,23.531479835510254,26.065153,25.816668,25.427275,25.08,20.29,20.07,0.637879,0.6500003,5.1372724,5.01,1100.0
Trees 2–10 m,2977,19,31.29093,31.326916,30.924458503723145,31.66049098968506,27.766315,27.713333,26.093683,25.95,21.363684,21.3,1.6726314,1.733333,4.73,4.5899982,1900.0
Trees 2–10 m,2983,17,13.712159,14.338652,11.979976654052734,15.022500991821289,27.599411,27.596666,25.94588,25.89,21.012941,21.01,1.6535293,1.6733335,4.9329414,4.8199997,1700.0
Trees 2–10 m,3002,14,13.717461,13.67453,13.46832275390625,14.072559595108032,28.184048,27.808334,25.860714,25.44,21.24,21.23,2.3233333,2.3783336,4.6207147,4.3600006,1400.0
Trees 2–10 m,3019,9,24.067394,24.22471,23.667261123657227,24.332021713256836,30.059258,30.13,28.246666,28.18,22.101112,22.01,1.8125924,1.8733324,6.1455555,6.4300003,900.0
Trees 2–10 m,3021,49,23.763721,23.900278,23.410968780517578,24.249303817749023,27.640137,27.4,26.765102,26.65,21.129387,20.99,0.87503403,0.83666676,5.635714,5.619999,4900.0
Trees 2–10 m,3036,12,20.835733,20.520994,20.34497594833374,21.04249858856201,27.400833,27.189999,25.63,25.355,20.899166,20.78,1.7708334,1.8383341,4.7308335,4.6100006,1200.0
Trees 2–10 m,3051,19,23.24634,23.251722,23.070298194885254,23.413607597351074,28.216314,28.646667,27.060528,27.21,21.079473,21.05,1.1557894,1.0666676,5.9810524,6.0199986,1900.0
Trees 2–10 m,3064,13,33.44985,33.746338,30.885927200317383,36.00326919555664,27.54359,27.446667,25.73077,25.82,21.090769,21.12,1.8128207,1.8400007,4.64,4.619999,1300.0
Trees 2–10 m,3068,14,19.462173,19.432892,18.790990352630615,19.9518723487854,27.273571,27.396667,25.700714,25.775002,20.212858,20.195,1.572857,1.583334,5.4878573,5.504999,1400.0
Trees 2–10 m,3072,21,24.440563,24.64837,24.211030960083008,24.838228225708008,28.818571,28.996666,27.409048,27.6,21.245237,21.24,1.4095238,1.4766668,6.16381,6.300001,2100.0
Trees 2–10 m,3076,41,28.618893,28.746809,28.350183486938477,28.943218231201172,27.801626,27.456667,26.818295,26.73,21.023659,21.08,0.98333323,1.0466652,5.7946343,5.699999,4100.0
Trees 2–10 m,3081,19,14.332825,14.112831,13.747318267822266,14.570615768432617,27.655087,27.606667,25.316841,25.29,21.06842,21.08,2.3382459,2.3466663,4.2484207,4.1900005,1900.0
Trees 2–10 m,3086,9,18.236124,18.233778,18.056493759155273,18.5101261138916,27.856297,27.789999,26.325554,26.15,21.346666,21.25,1.5307407,1.4933338,4.9788885,4.8999996,900.0
Trees 2–10 m,3129,24,23.651772,23.612598,23.32505512237549,24.29481792449951,27.28861,27.288334,25.538332,25.135,21.08625,21.1,1.7502776,1.9033331,4.452083,4.2749996,2400.0
Trees 2–10 m,3135,11,21.671724,21.956203,20.793946266174316,22.37013053894043,27.254545,27.27,26.42909,26.25,20.992727,20.69,0.8254547,0.8033333,5.436363,5.59,1100.0
Trees 2–10 m,3138,48,26.192064,26.422604,25.16081476211548,27.457614421844482,28.967085,29.031666,27.425209,27.404999,21.479166,21.34,1.541875,1.593333,5.9460416,6.0649996,4800.0
Trees 2–10 m,3144,23,22.59105,22.653086,22.327675819396973,22.943242073059082,27.864782,27.56,27.202608,26.86,21.573914,21.41,0.6621739,0.65666646,5.628696,5.630001,2300.0
Trees 2–10 m,3151,13,16.69262,16.399134,15.80943775177002,16.812122344970703,27.967436,27.963333,26.348461,26.3,21.380001,21.35,1.6189748,1.6933346,4.968461,4.9699993,1300.0
Trees 2–10 m,3177,31,27.226658,27.62749,26.49933910369873,27.983806610107422,28.06387,28.05,27.326128,27.34,21.551613,21.5,0.737742,0.6300004,5.774516,5.7700005,3100.0
Trees 2–10 m,3180,9,20.926207,20.752985,20.381351470947266,21.448505401611328,28.335184,28.583334,26.654444,26.91,21.527779,21.55,1.6807407,1.6966667,5.1266665,5.290001,900.0
Trees 2–10 m,3193,11,21.982134,22.105085,21.31229591369629,22.285489082336426,28.130608,28.063334,26.422728,26.27,21.548182,21.41,1.7078786,1.9033331,4.8745456,4.879999,1100.0
Trees 2–10 m,3210,27,27.660948,27.85448,27.02840518951416,28.224690437316895,28.90852,29.163334,27.647778,27.72,21.71,21.82,1.2607408,1.2266661,5.937778,5.9799995,2700.0
Trees 2–10 m,3217,19,26.224005,26.266094,25.84474468231201,26.615123748779297,27.901052,27.756666,26.92158,26.78,20.931053,20.98,0.97947353,0.8700002,5.990526,5.83,1900.0
Trees 2–10 m,3237,91,21.591383,22.19626,19.88563060760498,23.62472438812256,27.253407,27.326666,26.450989,26.53,20.93934,20.98,0.8024175,0.77999943,5.511648,5.5599995,9100.0
Trees 2–10 m,3250,44,21.573906,21.298183,20.73844861984253,22.166756629943848,27.13197,27.150002,26.597273,26.67,21.204773,21.415,0.534697,0.5133333,5.3925,5.3449993,4400.0
Trees 2–10 m,3251,15,24.521671,24.672686,23.92390251159668,25.057111740112305,27.848,27.856667,27.427334,27.52,21.726,21.74,0.4206667,0.37333235,5.7013335,5.67,1500.0
Trees 2–10 m,3271,38,22.168612,22.18227,21.952037811279297,22.352426052093506,28.385263,28.349998,27.381315,27.369999,21.471579,21.31,1.0039474,0.82333314,5.909737,5.91,3800.0
Trees 2–10 m,3281,29,27.090225,27.26563,26.66883087158203,27.692182540893555,29.283104,29.26,27.894829,27.89,21.967241,21.82,1.3882759,1.3633333,5.9275866,6.040001,2900.0
Trees 2–10 m,3288,12,30.96492,30.86211,30.27774477005005,31.569271564483643,27.730555,27.903334,25.777502,26.105,21.100832,21.44,1.9530555,1.8400002,4.6766667,4.664999,1200.0
Trees 2–10 m,3301,12,26.74479,26.63208,26.019634246826172,27.736441135406494,26.78361,26.721668,24.805,24.744999,20.490833,20.49,1.9786111,1.9666662,4.314167,4.4750004,1200.0
Trees 2–10 m,3302,11,26.276884,26.213745,26.02439308166504,26.398475646972656,27.799395,27.683334,26.25091,26.14,21.247272,21.12,1.5484849,1.5933336,5.003636,4.9699993,1100.0
Trees 2–10 m,3310,357,24.023933,24.70609,23.840295791625977,25.126707077026367,28.72845,28.87,27.47294,27.46,21.453587,21.38,1.2555089,1.376667,6.0193553,6.0300007,35700.0
Trees 2–10 m,3315,9,27.970926,28.136974,27.75713348388672,28.25126838684082,28.592594,29.033333,27.613335,27.65,21.543333,21.43,0.9792592,0.9900004,6.07,6.1000004,900.0
Trees 2–10 m,3342,9,25.4109,25.481936,25.409326553344727,25.576152801513672,29.34185,29.716667,27.753334,28.05,21.503334,21.53,1.5885181,1.5533327,6.250001,6.370001,900.0
Trees 2–10 m,3350,47,28.109966,28.696896,26.752635955810547,29.28126049041748,29.316595,29.173334,27.900213,27.75,21.687447,21.6,1.416383,1.4133339,6.212766,6.25,4700.0
Trees 2–10 m,3405,217,24.454657,24.554459,23.76371192932129,25.213909149169922,27.970524,27.9,27.15917,27.17,21.244608,21.27,0.8113518,0.77000046,5.914562,5.870001,21700.0
Trees 2–10 m,3448,10,27.23058,27.39883,26.89811944961548,27.564707279205322,27.347332,27.321667,26.603,26.74,20.805,20.849998,0.7443331,0.7983322,5.7980003,5.8,1000.0
Trees 2–10 m,3512,51,26.455484,26.992838,25.188822746276855,27.63288974761963,27.330915,27.556667,26.598824,26.82,21.055685,21.07,0.7320914,0.72666675,5.5431376,5.59,5100.0
Trees 2–10 m,3515,13,23.088741,23.443197,22.566499710083008,23.5428466796875,27.747948,27.406666,26.986921,26.73,21.296925,21.44,0.7610255,0.82000035,5.69,5.75,1300.0
Trees 2–10 m,3519,35,27.562603,28.087929,26.12287425994873,29.042587280273438,28.968857,29.07,27.700287,27.85,21.669142,21.7,1.2685715,1.2700005,6.0311427,6.0300007,3500.0
Trees 2–10 m,3525,12,47.458164,47.170483,46.83249092102051,47.967495918273926,27.638334,27.508333,25.380835,25.165,20.730833,20.83,2.2575002,2.245,4.6499996,4.6549997,1200.0
Trees 2–10 m,3528,9,6.487998,7.0689583,4.743985176086426,8.030350685119629,27.164444,27.289999,24.895555,25.01,20.557777,20.52,2.268889,2.1933334,4.337778,4.289999,900.0
Trees 2–10 m,3547,118,39.272015,39.09523,38.69141864776611,40.08539867401123,28.298843,28.836666,26.744238,27.09,21.227713,21.41,1.5546046,1.5799999,5.5165257,5.5699997,11800.0
Trees 2–10 m,3550,134,26.191797,26.876028,23.663097858428955,28.71274185180664,27.594875,27.835,26.802835,27.095001,21.182014,21.314999,0.7920398,0.78000003,5.620821,5.71,13400.0
Trees 2–10 m,3560,230,23.48596,23.85838,21.264708995819092,25.586791038513184,27.518072,27.29,26.697392,26.595001,20.97687,20.925,0.8206811,0.7366664,5.7205215,5.7199993,23000.0
Trees 2–10 m,3604,27,26.232456,26.39226,25.71427822113037,26.89815044403076,29.46,29.303333,28.19111,28.17,22.37074,22.27,1.2688888,1.3099989,5.82037,5.880001,2700.0
Trees 2–10 m,3631,14,53.530388,53.98709,52.17829513549805,55.289984703063965,28.561666,28.506666,26.615713,26.544998,21.287857,21.215,1.9459524,2.0783334,5.3278575,5.299999,1400.0
Trees 2–10 m,3673,137,31.636797,31.459007,30.487796783447266,32.65275192260742,28.68219,28.656666,26.43219,26.32,21.340437,21.31,2.25,2.296667,5.091752,5.08,13700.0
Trees 2–10 m,3687,14,11.266366,10.7857685,10.054901599884033,13.505028247833252,27.396427,27.463333,25.35857,25.525,20.726429,20.68,2.0378573,2.0133338,4.6321425,4.6850004,1400.0
Trees 2–10 m,3720,57,27.053713,27.10778,25.600088119506836,28.702709197998047,29.225672,29.406666,27.96193,28.07,21.86386,21.79,1.2637427,1.373333,6.09807,6.16,5700.0
Trees 2–10 m,3722,21,24.542896,24.344332,23.60645866394043,25.193910598754883,26.82778,27.066666,26.160477,26.47,20.777143,20.79,0.6673015,0.69999886,5.3833337,5.549999,2100.0
Trees 2–10 m,3724,18,29.351274,29.445387,28.7292423248291,29.957354068756104,27.553888,27.315,25.507223,25.165,20.65611,20.43,2.0466666,2.0766659,4.851111,4.6550007,1800.0
Trees 2–10 m,3750,16,27.569775,27.708366,27.080248832702637,28.585266590118408,27.239374,27.276667,26.23875,26.150002,20.636875,20.470001,1.0006249,0.95833266,5.6018753,5.615,1600.0
Trees 2–10 m,3770,10,2.98562,2.9363356,2.56748503446579,3.3273431062698364,26.810333,26.991667,24.935001,24.9,20.434,20.48,1.8753334,1.8283333,4.501,4.4350004,1000.0
Trees 2–10 m,3802,15,28.041067,28.049303,27.460402488708496,28.327902793884277,28.720222,28.713333,27.372,27.39,21.212,21.21,1.3482224,1.3199991,6.1599994,6.129999,1500.0
